name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"DABUR Giloy Ki Ghanvati, 100 Count",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71ZiOtemAhL._AC_UL320_.jpg,https://www.amazon.in/DABUR-Giloy-Ki-Ghanvati-Tabs/dp/B08C5VPT25/ref=sr_1_4644?qid=1679216072&s=hpc&sr=1-4644,4.3,"2,210",,₹185
"Baidyanath Rheumartho Tablets, 50 Count",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61Q6SfouFwS._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Rheumartho-Tablets-50-Count/dp/B09CMGX79C/ref=sr_1_4645?qid=1679216072&s=hpc&sr=1-4645,4.0,27,₹180,₹225
"KILLI Haritaki | Kadukkai | Inknut | Karakkaya | Terminalia chebula | Harad Powder, 100g (Pack of 2)",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71tE7pEfAKL._AC_UL320_.jpg,https://www.amazon.in/KILLI-Haritaki-Myrobalan-Karakkaya-Terminalia/dp/B084KHTJ8Z/ref=sr_1_4646?qid=1679216072&s=hpc&sr=1-4646,4.2,172,₹185,₹190
AVN Gandha Tailam Soft Gel Capsules (100 Capsules),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/51rwYKF+-PL._AC_UL320_.jpg,https://www.amazon.in/AVN-Gandha-Tailam-Soft-Capsules/dp/B07JQJSZHC/ref=sr_1_4647_mod_primary_new?qid=1679216072&s=hpc&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4647,4.2,61,₹420,₹510
Baidyanath Hingwashtak Churna I Indigestion I Loss of Appetite 60 gm (Pack of 2),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61aOdq-BrDL._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Hingwashtak-Churna-Indigestion-Appetite/dp/B08VJ2GNQV/ref=sr_1_4648?qid=1679216072&s=hpc&sr=1-4648,4.1,76,₹229,₹300
"INLIFE Natural Garlic Oil, 60 Capsules For Heart,Cholesterol and Weight Loss- 60 Liquid Filled Capsules",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/81-nB+CJF6L._AC_UL320_.jpg,https://www.amazon.in/Inlife-Garlic-Oil-Supplement-500/dp/B00HSEBQCM/ref=sr_1_4649?qid=1679216072&s=hpc&sr=1-4649,4.0,215,₹244,₹399
| Kshirabala (101) Soft Gel Capsule-100 capsules (Pack of 1) | Enriched with Natural Herbs | Of Arya Vaidya Sala Kottakkal,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61hkRB4DT0L._AC_UL320_.jpg,https://www.amazon.in/Vaidya-Kottakkal-Kshirabala-Capsule-Sukanthi/dp/B09C87MF9C/ref=sr_1_4650?qid=1679216072&s=hpc&sr=1-4650,5.0,16,,₹550
"Healthfarm Nitric Oxide Supplement With L Arginine & L Citrulline for Muscle Growth, Pumps, Vascularity, & Energy -33 serv...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/51zyF6XYrlL._AC_UL320_.jpg,https://www.amazon.in/Healthfarm-Supplement-Nitrosigine-Citrulline-Vascularity/dp/B09CKTDK1Y/ref=sr_1_4651?qid=1679216072&s=hpc&sr=1-4651,3.8,47,₹892,"₹1,299"
"HealthKart HK Vitals L Arginine, Pre Workout Supplement, for Athletic Performance and Immunity, 60 Capsules",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/51j-atrry6L._AC_UL320_.jpg,https://www.amazon.in/HealthKart-Arginine-500mg-60-Capsules/dp/B07174QHLP/ref=sr_1_4652?qid=1679216072&s=hpc&sr=1-4652,4.0,80,₹799,"₹1,049"
Shree Dhootpapeshwar Ltd. Shwaskas Chintamani Rasa (30 Tab),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/219RPRhn6YL._AC_UL320_.jpg,https://www.amazon.in/Dhootpapeshwar-Shwaskas-Chintamani-Rasa-Tab/dp/B07Q5983P7/ref=sr_1_4653_mod_primary_new?qid=1679216072&s=hpc&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4653,4.4,41,"₹2,462","₹3,856"
"Rooted Brain Boost supplement for Focus, Memory, Brain wellness |120 Veg Caps of 650 mg each Mushrooms +Herbs Extract Blend |",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71iB8DV1nqL._AC_UL320_.jpg,https://www.amazon.in/Rooted-supplement-wellness-Mushrooms-Extract/dp/B09WRWM2PF/ref=sr_1_4654?qid=1679216072&s=hpc&sr=1-4654,4.3,16,₹675,₹750
Baidyanath Kesari Shakti Kalp 1 kg,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61NzWYcg-yS._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Kesari-Shakti-Kalp/dp/B08RK5STKH/ref=sr_1_4655?qid=1679216072&s=hpc&sr=1-4655,4.5,52,₹500,₹740
AMBITECH Flat Lancet Needle (50 Pieces),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61Ge9+G2L4S._AC_UL320_.jpg,https://www.amazon.in/AMBITECH-Flat-Lancet-Needle-Pieces/dp/B0824WB7B5/ref=sr_1_4656?qid=1679216072&s=hpc&sr=1-4656,4.1,"1,011",₹175,₹299
"Nyumi Happy Hair Gummies For Stronger & Nourished Hair | With Biotin, Amla, Choline, Inositol & Vitamin C | 16 essential n...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61rtTcnAqjL._AC_UL320_.jpg,https://www.amazon.in/Stronger-Nourished-Inositol-essential-nutrients/dp/B0B34SWLY3/ref=sr_1_4705?qid=1679216075&s=hpc&sr=1-4705,4.0,323,"₹1,280","₹1,980"
"NutritJet Joint Support Supplement with Glucosamine, Chondroitin, MSM with Boswellia & Turmeric For Joint Strength, Mobili...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71eUwoEh6cS._AC_UL320_.jpg,https://www.amazon.in/NutritJet-Supplement-Glucosamine-Chondroitin-Boswellia/dp/B096VN6LYT/ref=sr_1_4706?qid=1679216075&s=hpc&sr=1-4706,4.1,65,₹699,"₹1,199"
Yogabar Dessert Protein Bar - No Added Sugar Snacks | Guilt Free Chocolate Fudge Brownie & Nutty Fudge Brownie | Healthy S...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71YD0z6UCwL._AC_UL320_.jpg,https://www.amazon.in/Yogabar-Dessert-Protein-Bar-Chocolate/dp/B09RPXMC8C/ref=sr_1_4707?qid=1679216075&s=hpc&sr=1-4707,4.4,150,₹299,₹349
Amway Glucosamine HCL with Boswellia 120 Tablets (New Pack),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61dS01o3ETL._AC_UL320_.jpg,https://www.amazon.in/Amway-Glucosamine-Boswellia-Tablets-Extra/dp/B0B37S7T1F/ref=sr_1_4708?qid=1679216075&s=hpc&sr=1-4708,4.5,12,"₹2,799","₹3,418"
Baidyanath Kumarkalyan Ras - Pack of 10 Tablets,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61d7BcLgmeL._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Kumarkalyan-Ras-Gold-Pearl/dp/B0862BWJMB/ref=sr_1_4709?qid=1679216075&s=hpc&sr=1-4709,4.1,83,"₹1,124","₹1,910"
"Himalaya Party Smart Capsules - 25 Capsules, White",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61J3ma7EFwS._AC_UL320_.jpg,https://www.amazon.in/Himalaya-Party-Smart-Capsules-25/dp/B01A3572SY/ref=sr_1_4710?qid=1679216075&s=hpc&sr=1-4710,4.1,92,₹370,₹400
Trexgenics POTASSIUM CHLORIDE POWDER (250 gram / 8.81 Oz) KCL Essential Mineral (Pack of 1),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/617-niB1tjL._AC_UL320_.jpg,https://www.amazon.in/Trexgenics-POTASSIUM-CHLORIDE-Essential-Mineral/dp/B09RQS8CHT/ref=sr_1_4711?qid=1679216075&s=hpc&sr=1-4711,4.0,19,₹999,"₹1,110"
Nirvasa KETO Advanced Tablets for Men & Women with Garcinia Cambogia & Green Coffee Extract | Gluten-Free KETO Tablets for...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51DWWZiteHL._AC_UL320_.jpg,https://www.amazon.in/Nirvasa-Advanced-Management-Capsules-Garcinia/dp/B088FVLK19/ref=sr_1_4712?qid=1679216075&s=hpc&sr=1-4712,3.6,201,₹340,₹899
"Sri Sri Tattva Amla - Anti Oxidant, 60 Tabs | 500mg (Pack of 2)",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41qa4ep3QBL._AC_UL320_.jpg,https://www.amazon.in/Tattva-Amla-Tablet-500mg-Pack/dp/B07JCWS33N/ref=sr_1_4713?qid=1679216075&s=hpc&sr=1-4713,4.2,219,₹244,₹280
Mysha Nutrition Muscle & Weight Gainer |Power Pack of Mass UP & Test HD Pro |Muscle Growth Modulator |Muscle Protein Synth...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61jsZVI2k1L._AC_UL320_.jpg,https://www.amazon.in/Mysha-Nutrition-Natural-Muscle-gaining/dp/B095CV95RT/ref=sr_1_4714?qid=1679216075&s=hpc&sr=1-4714,2.5,3,"₹1,999","₹3,798"
"INLIFE Hydrolyzed Collagen Peptides Powder Clinically Proven Ingredient, Type 1 & 3, Skin Health, Bone Health Supplement f...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81DJn2EmX8L._AC_UL320_.jpg,https://www.amazon.in/Hydrolyzed-Collagen-Clinically-Ingredient-Supplement/dp/B09R7GN2RH/ref=sr_1_4715?qid=1679216075&s=hpc&sr=1-4715,3.5,8,₹566,₹999
Baidyanath Shankhapushpi Syrup 200 ml (Pack of 2),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71lFavo3kSL._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Shankhapushpi-Syrup-200-Pack/dp/B09B2BTRKZ/ref=sr_1_4716?qid=1679216075&s=hpc&sr=1-4716,3.9,34,₹199,₹220
Baidyanath Mahayograj Guggulu Tablets - 40 Count,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51LmgIP-WtS._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Mahayograj-Guggulu-Tablets-Count/dp/B097J191JR/ref=sr_1_4717?qid=1679216075&s=hpc&sr=1-4717,4.0,62,₹135,₹225
COS 3 Syrup with Vitamin D3-200ml,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41ADU56iuJL._AC_UL320_.jpg,https://www.amazon.in/COS-3-Syrup-Vitamin-D3-200ml/dp/B08FTB2DCR/ref=sr_1_4718?qid=1679216075&s=hpc&sr=1-4718,4.4,26,"₹1,100","₹1,195"
"Bliss of Earth 2X30ml Original 99.8% REB-A Stevia Liquid Drops, Zero Calorie Sweetener, Glycerin Free Keto Sugarfree Stevia…",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81gJD7ifbaL._AC_UL320_.jpg,https://www.amazon.in/2X30ml-Original-Glycerine-Sugarfree-Sweetener/dp/B083C2KDB4/ref=sr_1_4719?qid=1679216075&s=hpc&sr=1-4719,3.9,140,₹623,₹950
VitaGreen Rambha Live - Natural Female Power Capsules - 500 mg 14 Capsules Pack (Pack of 1),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71zQyCw6H6L._AC_UL320_.jpg,https://www.amazon.in/VitaGreen-Rambha-Live-Natural-Capsules/dp/B07G38RSL6/ref=sr_1_4720?qid=1679216075&s=hpc&sr=1-4720,3.1,277,₹293,₹299
"DREXSPORT Wild Muscle Whey Protein Powder with Creatine and Amino Acids, All-Natural Muscle Builder MB (Patented) 1600G",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51V1KRjd3DL._AC_UL320_.jpg,https://www.amazon.in/DREXSPORT-Muscle-Builder-Grass-fed-1600G/dp/B09N9V3PXX/ref=sr_1_4721?qid=1679216075&s=hpc&sr=1-4721,4.3,809,"₹4,797","₹5,999"
"Horlicks Junior Stage 1 Nutrition drink - Chocolate, 500g Pet Jar (2-3 Years)",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81XtnqZ2Q0L._AC_UL320_.jpg,https://www.amazon.in/Junior-Horlicks-Stage-Health-Nutrition/dp/B00350F55M/ref=sr_1_4722?qid=1679216075&s=hpc&sr=1-4722,4.2,678,₹374,₹390
"HealthKart HK Vitals DISOLVE Biotin, for Healthy Hair, No Added Sugar, Natural Mango, 30 Strips",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61HYGu0JtPL._AC_UL320_.jpg,https://www.amazon.in/HealthKart-Vitals-DISOLVE-Healthy-Natural/dp/B0B5F8D4Q4/ref=sr_1_4723?qid=1679216075&s=hpc&sr=1-4723,3.8,29,₹499,₹599
"Yamoo Tablets Lactase Enzyme Supplement, 4500 Fcc Units, Chewable Tablets, Pack Of 10 Tablets",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71FmkaIpw3L._AC_UL320_.jpg,https://www.amazon.in/Yamoo-Tablets-Lactase-Supplement-Chewable/dp/B071DW9XTK/ref=sr_1_4724?qid=1679216075&s=hpc&sr=1-4724,4.1,140,,₹219
Baidyanath Pathrina - 50 Tablets (Pack of 2),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Wv0IDSG6L._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Pathrina-50-Tablets-Pack/dp/B01M7YBB5F/ref=sr_1_4725?qid=1679216075&s=hpc&sr=1-4725,3.6,122,₹215,₹260
Patanjali Youvan Churna - 100 g,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/610znctEkzL._AC_UL320_.jpg,https://www.amazon.in/Patanjali-Youvan-Churna-100-g/dp/B01AEHKBS4/ref=sr_1_4726?qid=1679216075&s=hpc&sr=1-4726,3.9,135,₹249,₹250
"Wellona Testosterone Booster for Men with Ashwagandha, Safed Musli, Gokshura for Energy, Stamina, & Muscle Strength (Pack ...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51ZBqR+RJHL._AC_UL320_.jpg,https://www.amazon.in/Wellona-Testosterone-Ashwagandha-Gokshura-Strength/dp/B0BFM72RSW/ref=sr_1_4727?qid=1679216075&s=hpc&sr=1-4727,4.3,129,₹499,"₹1,499"
"OZiva Plant Based Bettr.Zinc+ (With Zinc, Magnesium,Chamomile & Ginger Root) for Anti-inflammation & Acne Control, Certifi...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ZAwoA6SpS._AC_UL320_.jpg,https://www.amazon.in/OZiva-Bettr-Zinc-Magnesium-Chamomile-Anti-inflammation/dp/B08XMWHMZ6/ref=sr_1_4728?qid=1679216075&s=hpc&sr=1-4728,4.0,204,₹539,₹599
"The Whole Truth - Protein Bars | Choco Variety (2 Double Cocoa Bars, 2 Coconut Cocoa Bars, 2 Peanut Cocoa Bars) - Pack of ...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71iOs7yxOKS._AC_UL320_.jpg,https://www.amazon.in/Whole-Truth-Protein-Variety-Coconut/dp/B08KXWYY6H/ref=sr_1_4825?qid=1679216077&s=hpc&sr=1-4825,4.5,177,₹570,₹600
Azani Calcium & Vitamin D Bone Support Gummies for Adults & Kids - 30 vegan gummies |Healthy diet supplement for strong bo...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/51Tx8-rgsAL._AC_UL320_.jpg,https://www.amazon.in/Azani-Active-Nutrition-supplement-Strawberry/dp/B08VNKZ8XB/ref=sr_1_4826?qid=1679216077&s=hpc&sr=1-4826,4.1,302,₹349,₹549
HealthyHey Nutrition Astaxanthin - Naturally Sourced from Algae - Non-Synthetic - Support Healthy Ageing -Pack Of 60 Veg C...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/51b0QxS2zHL._AC_UL320_.jpg,https://www.amazon.in/Healthy-Hey-Nutrition-Astaxanthin-Non-Synthetic/dp/B07PCQQY2W/ref=sr_1_4827?qid=1679216077&s=hpc&sr=1-4827,4.2,66,"₹1,199","₹2,499"
"Patanjali Divya Udarkalp Churna 100gms, 300gms - Pack of 3",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/41R994wV2+L._AC_UL320_.jpg,https://www.amazon.in/Divya-Patanjali-Udarkalp-Churna-100gms/dp/B076LZX2Z6/ref=sr_1_4828?qid=1679216077&s=hpc&sr=1-4828,4.3,74,₹189,₹195
Vekhand Powder-Vach Powder Powder 100 gm,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71qgKFePEXL._AC_UL320_.jpg,https://www.amazon.in/Vekhand-Powder-Vach-Powder-100/dp/B09V5J5JNW/ref=sr_1_4829?qid=1679216077&s=hpc&sr=1-4829,4.5,8,₹199,₹349
Patanjali Divya Lipidom 60 Tablets - Pack of 1,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71YycGqVJAL._AC_UL320_.jpg,https://www.amazon.in/Patanjali-Divya-Lipidom-60-Tablets/dp/B08RXFSLT5/ref=sr_1_4830?qid=1679216077&s=hpc&sr=1-4830,4.0,77,₹280,₹300
Dreamer Z Destination Navel Amrit Ayurvedic Herbal Oil 30ml,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/613sGFLT0HL._AC_UL320_.jpg,https://www.amazon.in/Dreamer-Destination-Navel-Ayurvedic-Herbal/dp/B0BCL8DWGJ/ref=sr_1_4831?qid=1679216077&s=hpc&sr=1-4831,4.4,9,₹999,"₹1,699"
"SAARA : Nerunji Mull Powder| Gokhru | Nerinjil | Cinnapalleru | Neggilu mullu Crushed, 100g",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71uE7YPi1YL._AC_UL320_.jpg,https://www.amazon.in/SAARA-Nerunji-Nerinjil-Cinnapalleru-Neggilu/dp/B07VGXQ878/ref=sr_1_4832?qid=1679216077&s=hpc&sr=1-4832,4.0,82,₹95,₹189
Teabox Organic Green Mint Tea 50 Teabags | Exotic Blend of Premium Green Tea and Real Peppermint Leaves | Boosts Immunity ...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/716mG8isuCL._AC_UL320_.jpg,https://www.amazon.in/Onlyleaf-Mint-Green-Exotic-Samples/dp/B07D9V7TLS/ref=sr_1_4833?qid=1679216077&s=hpc&sr=1-4833,4.5,95,₹450,₹499
HERBAWISH Nutritional Slim Meal Shake Formula 1 for Weight Control & Management | Meal Replacement Protein Shake | Vanilla...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61+u+PCQxbL._AC_UL320_.jpg,https://www.amazon.in/HERBAWISH-Nutritional-Formula-Management-Replacement/dp/B0BS42W5XV/ref=sr_1_4834?qid=1679216077&s=hpc&sr=1-4834,,,₹599,"₹1,199"
GNC Herbal Plus Garcinia Cambogia (90 Capsules),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61buMStr4SL._AC_UL320_.jpg,https://www.amazon.in/GNC-Garcinia-Cambogia-90-Capsules/dp/B07P66ZC9X/ref=sr_1_4835?qid=1679216077&s=hpc&sr=1-4835,3.9,88,₹749,"₹1,249"
Optium Free Style 50x2 100ct,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/51pvlGXEcwL._AC_UL320_.jpg,https://www.amazon.in/Optium-Free-Style-50x2-100ct/dp/B0BD2F5RN8/ref=sr_1_4836?qid=1679216077&s=hpc&sr=1-4836,5.0,2,"₹1,649","₹3,100"
Natureus Ayurvedic Weight Gainer Powder Mass Gainer Supplement For Men & Women 300 gram,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61-aRRRsxBL._AC_UL320_.jpg,https://www.amazon.in/Natureus-Ayurvedic-Weight-Gainer-Supplement/dp/B0BRG39JJS/ref=sr_1_4837?qid=1679216077&s=hpc&sr=1-4837,,,,"₹1,499"
"PHYSIC NUTRITION Omega 3 Fish Oil - 450 mg EPA & 300 mg DHA for Heart, Joints & Brain Health - 60 Capsules",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61WC1YTrynL._AC_UL320_.jpg,https://www.amazon.in/PHYSIC-NUTRITION-Omega-Fish-Oil/dp/B0BXJ8H8WK/ref=sr_1_4838?qid=1679216077&s=hpc&sr=1-4838,5.0,2,₹299,₹799
Safoof Benazir (200 g),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/81O0iUTAJNL._AC_UL320_.jpg,https://www.amazon.in/Safoof-Benazir-200-Gm/dp/B01LXFIB2S/ref=sr_1_4839?qid=1679216077&s=hpc&sr=1-4839,4.1,94,₹378,₹420
Herbal Hills Arthrohills Joint Pain Supplement | 60 Count | 500 mg | Joint Support Supplement,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61jFmqMqGRL._AC_UL320_.jpg,https://www.amazon.in/Herbal-Hills-Arthrohills-60-Capsule/dp/B00LUIHEMS/ref=sr_1_4840?qid=1679216077&s=hpc&sr=1-4840,3.6,40,₹515,₹525
"NAKPRO TITANIUM TRI BLEND Whey Protein Hydrolyzed, Whey Protein Isolate & Concentrate|24g Protein, 5.4g BCAA|Added Vitamin...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71Sirtyni4L._AC_UL320_.jpg,https://www.amazon.in/NAKPRO-TITANIUM-Hydrolyzed-Concentrate-Chocolate/dp/B098T1ZNNY/ref=sr_1_4841?qid=1679216077&s=hpc&sr=1-4841,3.9,199,"₹1,749","₹3,699"
Patanjali Ashvashila Capsule 20 cap pack 2,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/21qh-nd0eAL._AC_UL320_.jpg,https://www.amazon.in/Patanjali-Ashvashila-Capsule-cap-pack/dp/B077QJNRD1/ref=sr_1_4842?qid=1679216077&s=hpc&sr=1-4842,3.8,163,₹190,₹200
"Hashmi Extream X 300mg 20 Capsules For Men | Helps Restore Strength and Stamina, Supports Immunity, Promotes Healthy Muscl...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71CdEaZftOL._AC_UL320_.jpg,https://www.amazon.in/Capsules-Strength-Supports-Immunity-Promotes/dp/B0BSBYP1CZ/ref=sr_1_4843?qid=1679216077&s=hpc&sr=1-4843,,,"₹2,243","₹2,446"
"Viridio Ashwamax KSM 66 Ashwagandha- 600mg of Ashwagandha root Extract and Black pepper General Health, Energy & Immunity ...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61CYDMQL-SL._AC_UL320_.jpg,https://www.amazon.in/Viridio-Ashwamax-Ashwagandha-Capsule-Natural/dp/B08DKFVBXD/ref=sr_1_4844?qid=1679216077&s=hpc&sr=1-4844,4.1,146,₹840,"₹1,399"
"Herbalife Nutrition Niteworks Ll-Arginine Powder (Lemon Flavour,Pack of 300 g)",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/41GGRDesJBL._AC_UL320_.jpg,https://www.amazon.in/Herbalife-Nutrition-Niteworks-300gm-lamon-flavour/dp/B07VHPT7HQ/ref=sr_1_4845?qid=1679216077&s=hpc&sr=1-4845,4.2,32,"₹3,831","₹7,442"
Zenith Nutrition Fenugreek Seed 1020mg - 120 Veg Capsules | 2 servings | Lab tested,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/413+UNuvFkL._AC_UL320_.jpg,https://www.amazon.in/Zenith-Nutrition-Fenugreek-Seed-1020/dp/B0081QX17O/ref=sr_1_4846?qid=1679216077&s=hpc&sr=1-4846,4.0,321,₹463,₹620
GAT Nitraflex 300 gm Green Apple (Fresh Stock),beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/51vA92MpuKL._AC_UL320_.jpg,https://www.amazon.in/Tag-Ltd-Nitraflex-Green-Apple/dp/B00O9XIBV4/ref=sr_1_4847?qid=1679216077&s=hpc&sr=1-4847,4.6,213,"₹2,850","₹3,999"
| Agasthya Rasayanam-500gm (Pack of 1) | Of Arya Vaidya Sala Kottakkal,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/61d4HP5W5zL._AC_UL320_.jpg,https://www.amazon.in/Vaidya-Kottakkal-Agasthya-Rasayanam-Sukanthi/dp/B09C85W2CD/ref=sr_1_4848?qid=1679216077&s=hpc&sr=1-4848,4.0,9,,₹180
Ayucine Forever Jivan Mixture - 100 ML,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81krdU2LgVL._AC_UL320_.jpg,https://www.amazon.in/Ayucine-Forever-Jivan-Mixture-100/dp/B08FGFVZJM/ref=sr_1_4873?qid=1679216078&s=hpc&sr=1-4873,4.1,21,,₹140
"Vitawin Sea Buckthorn For Healthy Heart, Immunity Power, Skin Care & Body Detox, Natural Herbal Nutrition Supplement, Veg...",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/516c9h9NjjL._AC_UL320_.jpg,https://www.amazon.in/VITAWIN-Buckthorn-Capsules-Nutrition-Supplements/dp/B07N8XRQK4/ref=sr_1_4874?qid=1679216078&s=hpc&sr=1-4874,4.0,152,₹399,₹999
"Birju Mahavir Gokhru Powder - Gokshura Powder, Multi-colored, 100 gram",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91D7OmCY78L._AC_UL320_.jpg,https://www.amazon.in/BIRJU-MAHAVIR-100-GOKHRU-POWDER/dp/B07W2XGZJX/ref=sr_1_4875?qid=1679216078&s=hpc&sr=1-4875,4.0,137,₹189,₹260
"HealthyHey Nutrition Shilajit with Safed Musli, Tribulus and Ashwagandha -100 Vegetable Capsules",beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51S2IXPQSLL._AC_UL320_.jpg,https://www.amazon.in/HealthyHey-Nutrition-Shilajit-Tribulus-Ashwagandha/dp/B079GNL963/ref=sr_1_4876?qid=1679216078&s=hpc&sr=1-4876,3.6,237,₹663,"₹1,499"
Baidyanath Surakta - 400 ml,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71bMbm5WvGL._AC_UL320_.jpg,https://www.amazon.in/Baidyanath-Surakta-400-ml/dp/B01MFGFVMW/ref=sr_1_4877?qid=1679216078&s=hpc&sr=1-4877,4.1,211,₹198,₹200
Alarsin Leptaden 100 Tablet,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31Er-e9uGKL._AC_UL320_.jpg,https://www.amazon.in/Alarsin-Leptaden-100-Tablet/dp/B07VY429FM/ref=sr_1_4878?qid=1679216078&s=hpc&sr=1-4878,4.1,17,₹100,₹105
